<pygame.event.peek> 0.184359 0.184359 179411 0
<code object __init__ at 0x7fc3c2fc1bb0, file "/media/neve/nout/Projects/Jehuti/_src/gam_cast_chara.py", line 14> 0.000285 1.6e-05 2 0
<code object statusmenu at 0x7fc3c2fea330, file "/media/neve/nout/Projects/Jehuti/_src/gam_match_gui.py", line 267> 1.6e-05 1.6e-05 2 0
<code object _check_axis at 0x7fc3c875c3b0, file "/usr/lib/python2.7/dist-packages/scipy/ndimage/_ni_support.py", line 90> 1.6e-05 1.6e-05 46 0
<code object surface at 0x7fc3c877f6b0, file "/media/neve/nout/Projects/Jehuti/_src/graphview/gv_canvas.py", line 645> 3.4e-05 1.6e-05 2 0
<code object iteritems at 0x7fc3cd450630, file "/media/neve/nout/Projects/Jehuti/_src/graphview/gv_data.py", line 450> 1.6e-05 1.6e-05 12 0
<code object setdefault at 0x7fc3cd4507b0, file "/media/neve/nout/Projects/Jehuti/_src/graphview/gv_data.py", line 462> 5.5e-05 1.6e-05 8 0
<code object __init__ at 0x7fc3e8ba7430, file "/media/neve/nout/Projects/Jehuti/_src/graphview/gv_gui_windows.py", line 10> 0.043235 1.6e-05 2 0
<code object clear at 0x7fc3e8bb00b0, file "/media/neve/nout/Projects/Jehuti/_src/graphview/gv_gui_windows.py", line 167> 3.4e-05 1.6e-05 2 0
<code object dirty at 0x7fc3e8bc33b0, file "/media/neve/nout/Projects/Jehuti/_src/graphview/gv_winfieldcont.py", line 75> 1.6e-05 1.6e-05 56 0
<code object __init__ at 0x7fc3e8bce130, file "/media/neve/nout/Projects/Jehuti/_src/graphview/gv_winfieldcont.py", line 954> 0.036384 1.6e-05 2 0
<code object __init__ at 0x7fc3ea34d7b0, file "/media/neve/nout/Projects/Jehuti/_src/graphview/gv_ui_complete.py", line 189> 0.001236 1.6e-05 2 0
<hash> 1.5e-05 1.5e-05 43 0
<time.time> 1.5e-05 1.5e-05 46 0
<code object label at 0x7fc3c2facc30, file "/media/neve/nout/Projects/Jehuti/_src/gam_game.py", line 336> 2e-05 1.5e-05 8 0
<code object make_dependencies at 0x7fc3c2fe4630, file "/media/neve/nout/Projects/Jehuti/_src/gam_match_gui.py", line 91> 0.000384 1.5e-05 1 0
<code object set_from_file at 0x7fc3c82d7eb0, file "/media/neve/nout/Projects/Jehuti/_src/graphview/gv_component.py", line 193> 0.022903 1.5e-05 1 0
<code object __init__ at 0x7fc3c879b830, file "/media/neve/nout/Projects/Jehuti/_src/graphview/gv_canvas.py", line 1137> 0.006911 1.5e-05 2 0
<code object <genexpr> at 0x7fc3cd4505b0, file "/media/neve/nout/Projects/Jehuti/_src/graphview/gv_data.py", line 451> 4.4e-05 1.5e-05 24 0
<code object make_dependencies at 0x7fc3e8ba7a30, file "/media/neve/nout/Projects/Jehuti/_src/graphview/gv_gui_windows.py", line 67> 7e-05 1.5e-05 4 0
<code object rem_command at 0x7fc3e8bba630, file "/media/neve/nout/Projects/Jehuti/_src/graphview/gv_windows.py", line 82> 3.6e-05 1.5e-05 4 0
<code object launch at 0x7fc3ea39cdb0, file "/media/neve/nout/Projects/Jehuti/_src/graphview/gv_gui.py", line 47> 0.000527 1.5e-05 2 0
<code object __init__ at 0x7fc3c2fa4030, file "/media/neve/nout/Projects/Jehuti/_src/gam_game.py", line 125> 0.000442 1.4e-05 3 0
<code object <dictcomp> at 0x7fc3c3008130, file "/media/neve/nout/Projects/Jehuti/_src/gam_match.py", line 166> 6.6e-05 1.4e-05 1 0
<code object upd_actors at 0x7fc3c3027030, file "/media/neve/nout/Projects/Jehuti/_src/gam_cast.py", line 86> 0.352838 1.4e-05 1 0
<code object keymap at 0x7fc3c7e79030, file "/media/neve/nout/Projects/Jehuti/_src/gam_canvas.py", line 301> 0.000157 1.4e-05 2 0
<code object contains at 0x7fc3c82d1eb0, file "/media/neve/nout/Projects/Jehuti/_src/graphview/gv_graph.py", line 285> 1.8e-05 1.4e-05 8 0
<code object signal at 0x7fc3c82d7b30, file "/media/neve/nout/Projects/Jehuti/_src/graphview/gv_component.py", line 152> 0.000216 1.4e-05 2 0
<code object signal at 0x7fc3c879b330, file "/media/neve/nout/Projects/Jehuti/_src/graphview/gv_canvas.py", line 1009> 0.000197 1.4e-05 1 0
<code object <genexpr> at 0x7fc3c879b3b0, file "/media/neve/nout/Projects/Jehuti/_src/graphview/gv_canvas.py", line 1042> 2.9e-05 1.4e-05 6 0
<code object add_state at 0x7fc3cd6b23b0, file "/media/neve/nout/Projects/Jehuti/_src/graphview/gv_events.py", line 626> 3.1e-05 1.4e-05 8 0
<code object _release_save at 0x7fc3e8b7c1b0, file "/usr/lib/python2.7/threading.py", line 293> 1.4e-05 1.4e-05 1 0
<method 'clear' of 'dict' objects> 1.3e-05 1.3e-05 46 0
<code object __init__ at 0x7fc3c303b5b0, file "/media/neve/nout/Projects/Jehuti/_src/gam_setting.py", line 59> 0.000187 1.3e-05 1 0
<code object get_infotypes at 0x7fc3cd4549b0, file "/media/neve/nout/Projects/Jehuti/_src/graphview/gv_data.py", line 761> 1.3e-05 1.3e-05 28 0
<code object __missing__ at 0x7fc3d32c8f30, file "/media/neve/nout/Projects/Jehuti/_src/graphview/clotools.py", line 10> 1.3e-05 1.3e-05 52 0
<method 'get_flags' of 'pygame.Surface' objects> 1.3e-05 1.3e-05 52 0
<code object __init__ at 0x7fc3e8bb5330, file "/media/neve/nout/Projects/Jehuti/_src/graphview/gv_gui_windows.py", line 555> 0.002684 1.3e-05 2 0
<code object __init__ at 0x7fc3e8bb5730, file "/media/neve/nout/Projects/Jehuti/_src/graphview/gv_audio.py", line 34> 1.3e-05 1.3e-05 1 0
<code object event at 0x7fc3e8bc3d30, file "/media/neve/nout/Projects/Jehuti/_src/graphview/gv_winfieldcont.py", line 278> 0.696882 1.3e-05 1 0
<code object catch_new at 0x7fc3ea34dab0, file "/media/neve/nout/Projects/Jehuti/_src/graphview/gv_canvas.py", line 544> 1.3e-05 1.3e-05 3 0
<code object __init__ at 0x7fc3ea39c930, file "/media/neve/nout/Projects/Jehuti/_src/gam_import.py", line 29> 2.4e-05 1.3e-05 2 0
<code object __init__ at 0x7fc3c2fef3b0, file "/media/neve/nout/Projects/Jehuti/_src/gam_game.py", line 89> 0.00037 1.2e-05 4 0
<code object add at 0x7fc3c303f9b0, file "/media/neve/nout/Projects/Jehuti/_src/gam_cast_data.py", line 176> 0.000856 1.2e-05 2 0
<code object order_layers at 0x7fc3c82db830, file "/media/neve/nout/Projects/Jehuti/_src/graphview/gv_basecanvas.py", line 221> 2.4e-05 1.2e-05 2 0
<code object <genexpr> at 0x7fc3cd454730, file "/media/neve/nout/Projects/Jehuti/_src/graphview/gv_data.py", line 699> 3.2e-05 1.2e-05 11 0
<method 'get_underline' of 'pygame.font.Font' objects> 1.2e-05 1.2e-05 132 0
<code object resize at 0x7fc3e8bba930, file "/media/neve/nout/Projects/Jehuti/_src/graphview/gv_windows.py", line 207> 0.008681 1.2e-05 2 0
<code object kill at 0x7fc3ea3b7030, file "/media/neve/nout/Projects/Jehuti/_src/graphview/gv_gui.py", line 78> 0.002178 1.2e-05 1 0
<operator.truth> 1.1e-05 1.1e-05 40 0
<code object refresh_dict at 0x7fc3c2fef830, file "/media/neve/nout/Projects/Jehuti/_src/gam_game.py", line 94> 1.1e-05 1.1e-05 7 0
<code object __init__ at 0x7fc3c303b1b0, file "/media/neve/nout/Projects/Jehuti/_src/gam_cast_view.py", line 127> 6.1e-05 1.1e-05 4 0
<code object play at 0x7fc3c82fa030, file "/media/neve/nout/Projects/Jehuti/_src/graphview/gv_audio.py", line 200> 0.000862 1.1e-05 1 0
<code object <genexpr> at 0x7fc3cd454a30, file "/media/neve/nout/Projects/Jehuti/_src/graphview/gv_data.py", line 795> 2.6e-05 1.1e-05 11 0
<code object __init__ at 0x7fc3cd6ae6b0, file "/media/neve/nout/Projects/Jehuti/_src/graphview/gv_events.py", line 386> 2.8e-05 1.1e-05 2 0
<method 'union' of 'pygame.Rect' objects> 1.1e-05 1.1e-05 30 0
<code object add_internal at 0x7fc3e8b54530, file "/usr/lib/python2.7/dist-packages/pygame/sprite.py", line 316> 1.1e-05 1.1e-05 28 0
<code object __init__ at 0x7fc3e8b7ceb0, file "/usr/lib/python2.7/threading.py", line 656> 7.9e-05 1.1e-05 1 0
<code object abspos at 0x7fc3e8bc3cb0, file "/media/neve/nout/Projects/Jehuti/_src/graphview/gv_winfieldcont.py", line 261> 2.8e-05 1.1e-05 1 0
<code object minsize at 0x7fc3ea3400b0, file "/media/neve/nout/Projects/Jehuti/_src/graphview/gv_winfields.py", line 51> 1.1e-05 1.1e-05 17 0
<code object update at 0x7fc3ea354d30, file "/media/neve/nout/Projects/Jehuti/_src/graphview/gv_ui_basics.py", line 639> 1.1e-05 1.1e-05 55 0
<code object kill at 0x7fc3ea366cb0, file "/usr/lib/python2.7/dist-packages/pygame/sprite.py", line 183> 3.2e-05 1.1e-05 6 0
<method 'replace' of 'str' objects> 1e-05 1e-05 20 0
<code object __init__ at 0x7fc3c2fac630, file "/media/neve/nout/Projects/Jehuti/_src/gam_game.py", line 208> 0.000132 1e-05 1 0
<code object statusmenu at 0x7fc3c2fd57b0, file "/media/neve/nout/Projects/Jehuti/_src/gam_gui.py", line 182> 1e-05 1e-05 2 0
<code object make_dependencies at 0x7fc3c303fe30, file "/media/neve/nout/Projects/Jehuti/_src/gam_setting.py", line 145> 4.1e-05 1e-05 1 0
<code object catch_new at 0x7fc3c82e8b30, file "/media/neve/nout/Projects/Jehuti/_src/graphview/gv_basecanvas.py", line 774> 3.4e-05 1e-05 1 0
<code object __contains__ at 0x7fc3cd44fdb0, file "/media/neve/nout/Projects/Jehuti/_src/graphview/gv_data.py", line 383> 1.1e-05 1e-05 3 0
<code object <genexpr> at 0x7fc3cd454b30, file "/media/neve/nout/Projects/Jehuti/_src/graphview/gv_data.py", line 837> 2.1e-05 1e-05 12 0
<code object angle at 0x7fc3cd6ae5b0, file "<string>", line 6> 0.000386 1e-05 8 0
<code object empty at 0x7fc3e8b54c30, file "/usr/lib/python2.7/dist-packages/pygame/sprite.py", line 503> 2.4e-05 1e-05 8 0
<code object __init__ at 0x7fc3e8bbae30, file "/media/neve/nout/Projects/Jehuti/_src/graphview/gv_windows.py", line 367> 0.002574 1e-05 2 0
<code object <genexpr> at 0x7fc3e8bc9930, file "/media/neve/nout/Projects/Jehuti/_src/graphview/gv_winfieldcont.py", line 612> 1.1e-05 1e-05 12 0
<code object kill at 0x7fc3ea3405b0, file "/media/neve/nout/Projects/Jehuti/_src/graphview/gv_winfields.py", line 149> 7.3e-05 1e-05 4 0
<math.floor> 9e-06 9e-06 5 0
<method 'pop' of 'list' objects> 9e-06 9e-06 11 0
<code object __init__ at 0x7fc3c303f5b0, file "/media/neve/nout/Projects/Jehuti/_src/gam_setting.py", line 119> 0.019632 9e-06 1 0
<code object __init__ at 0x7fc3c30799b0, file "/media/neve/nout/Projects/Jehuti/_src/gam_cast.py", line 11> 0.000272 9e-06 1 0
<code object width at 0x7fc3c82cb830, file "/media/neve/nout/Projects/Jehuti/_src/graphview/gv_canvasicons.py", line 273> 1.6e-05 9e-06 3 0
<code object set_active_layer at 0x7fc3c82e8ab0, file "/media/neve/nout/Projects/Jehuti/_src/graphview/gv_basecanvas.py", line 762> 0.000158 9e-06 1 0
<code object __init__ at 0x7fc3c82edf30, file "/media/neve/nout/Projects/Jehuti/_src/graphview/gv_audio.py", line 190> 9e-06 9e-06 2 0
<code object __init__ at 0x7fc3cd6a5930, file "/media/neve/nout/Projects/Jehuti/_src/graphview/gv_events.py", line 9> 1e-05 9e-06 4 0
<code object event at 0x7fc3ea3447b0, file "/media/neve/nout/Projects/Jehuti/_src/graphview/gv_winfields.py", line 717> 0.696187 9e-06 1 0
<code object alive at 0x7fc3ea366db0, file "/usr/lib/python2.7/dist-packages/pygame/sprite.py", line 208> 1.2e-05 9e-06 8 0
<code object add at 0x7fc3c303f2b0, file "/media/neve/nout/Projects/Jehuti/_src/gam_setting.py", line 90> 0.000333 8e-06 2 0
<code object width at 0x7fc3c3062bb0, file "/media/neve/nout/Projects/Jehuti/_src/gam_canvasicons.py", line 308> 1.2e-05 8e-06 2 0
<code object create at 0x7fc3c3062c30, file "/media/neve/nout/Projects/Jehuti/_src/gam_canvasicons.py", line 312> 0.010608 8e-06 2 0
<code object required at 0x7fc3c82cbdb0, file "/media/neve/nout/Projects/Jehuti/_src/graphview/gv_graph.py", line 47> 8e-06 8e-06 14 0
<code object other_parent at 0x7fc3c82d12b0, file "/media/neve/nout/Projects/Jehuti/_src/graphview/gv_graph.py", line 63> 9e-06 8e-06 6 0
<code object assess_itemstate at 0x7fc3c82dbbb0, file "/media/neve/nout/Projects/Jehuti/_src/graphview/gv_basecanvas.py", line 316> 0.000107 8e-06 1 0
<code object mirrorx at 0x7fc3c8772f30, file "<string>", line 2> 8e-06 8e-06 17 0
<code object __init__ at 0x7fc3cd44fab0, file "/media/neve/nout/Projects/Jehuti/_src/graphview/gv_data.py", line 360> 8e-06 8e-06 7 0
<code object remove at 0x7fc3e8b549b0, file "/usr/lib/python2.7/dist-packages/pygame/sprite.py", line 380> 1.1e-05 8e-06 2 0
<code object remove_internal at 0x7fc3e8b567b0, file "/usr/lib/python2.7/dist-packages/pygame/sprite.py", line 727> 2e-05 8e-06 3 0
<code object start at 0x7fc3e8b841b0, file "/usr/lib/python2.7/threading.py", line 726> 0.000234 8e-06 1 0
<code object kill at 0x7fc3e8bbacb0, file "/media/neve/nout/Projects/Jehuti/_src/graphview/gv_windows.py", line 359> 0.001628 8e-06 3 0
<code object <genexpr> at 0x7fc3e8bc30b0, file "/media/neve/nout/Projects/Jehuti/_src/graphview/gv_winfieldcont.py", line 51> 8e-06 8e-06 12 0
<code object __init__ at 0x7fc3e8bda7b0, file "/media/neve/nout/Projects/Jehuti/_src/graphview/gv_winfields2.py", line 633> 0.000235 8e-06 2 0
<code object color_mod at 0x7fc3ea354ab0, file "/media/neve/nout/Projects/Jehuti/_src/graphview/gv_ui_basics.py", line 595> 8e-06 8e-06 12 0
<code object unselect at 0x7fc3ea35a230, file "/media/neve/nout/Projects/Jehuti/_src/graphview/gv_ui_basics.py", line 738> 0.000131 8e-06 5 0
<code object hide at 0x7fc3ea3b7630, file "/media/neve/nout/Projects/Jehuti/_src/graphview/gv_gui.py", line 283> 0.000155 8e-06 2 0
<method 'issubset' of 'set' objects> 7e-06 7e-06 23 0
<code object __init__ at 0x7fc3c308be30, file "/media/neve/nout/Projects/Jehuti/_src/gam_text.py", line 232> 7e-06 7e-06 1 0
<code object make_icons at 0x7fc3c82e81b0, file "/media/neve/nout/Projects/Jehuti/_src/graphview/gv_basecanvas.py", line 543> 0.000116 7e-06 1 0
<code object mirrory at 0x7fc3c877f0b0, file "<string>", line 2> 7e-06 7e-06 15 0
<code object __delitem__ at 0x7fc3cd4503b0, file "/media/neve/nout/Projects/Jehuti/_src/graphview/gv_data.py", line 435> 8e-06 7e-06 5 0
<code object angle at 0x7fc3cd6aebb0, file "<string>", line 2> 7e-06 7e-06 35 0
<method '__deepcopy__' of 'numpy.ndarray' objects> 7e-06 7e-06 1 0
<code object remove_internal at 0x7fc3e8b545b0, file "/usr/lib/python2.7/dist-packages/pygame/sprite.py", line 319> 7e-06 7e-06 6 0
<code object Condition at 0x7fc3e8b76eb0, file "/usr/lib/python2.7/threading.py", line 241> 3.4e-05 7e-06 2 0
<code object set_command at 0x7fc3e8bc3db0, file "/media/neve/nout/Projects/Jehuti/_src/graphview/gv_winfieldcont.py", line 309> 3.1e-05 7e-06 4 0
<code object is_ghost at 0x7fc3ea351d30, file "/media/neve/nout/Projects/Jehuti/_src/graphview/gv_ui_basics.py", line 268> 1e-05 7e-06 13 0
<code object get_color at 0x7fc3ea3675b0, file "/media/neve/nout/Projects/Jehuti/_src/graphview/gv_globals.py", line 190> 7e-06 7e-06 2 0
<code object <genexpr> at 0x7fc3c2fea4b0, file "/media/neve/nout/Projects/Jehuti/_src/gam_match_gui.py", line 301> 1.3e-05 6e-06 3 0
<code object __init__ at 0x7fc3c30016b0, file "/media/neve/nout/Projects/Jehuti/_src/gam_match.py", line 19> 5.2e-05 6e-06 1 0
<code object <lambda> at 0x7fc3c302b330, file "/media/neve/nout/Projects/Jehuti/_src/gam_gui.py", line 47> 0.695035 6e-06 1 0
<code object <lambda> at 0x7fc3c3052730, file "/media/neve/nout/Projects/Jehuti/_src/gam_gui.py", line 116> 0.022299 6e-06 1 0
<code object anchor at 0x7fc3c3062430, file "/media/neve/nout/Projects/Jehuti/_src/gam_canvasicons.py", line 212> 6e-06 6e-06 8 0
<code object __init__ at 0x7fc3c7e792b0, file "/media/neve/nout/Projects/Jehuti/_src/gam_canvas.py", line 296> 0.003478 6e-06 1 0
<code object <genexpr> at 0x7fc3c82cb8b0, file "/media/neve/nout/Projects/Jehuti/_src/graphview/gv_canvasicons.py", line 279> 7e-06 6e-06 15 0
<code object <dictcomp> at 0x7fc3c82dbb30, file "/media/neve/nout/Projects/Jehuti/_src/graphview/gv_basecanvas.py", line 324> 2.1e-05 6e-06 1 0
<code object make_dependencies at 0x7fc3c82e8130, file "/media/neve/nout/Projects/Jehuti/_src/graphview/gv_basecanvas.py", line 532> 2.9e-05 6e-06 1 0
<code object mirrorx at 0x7fc3c877f030, file "<string>", line 6> 0.000177 6e-06 4 0
<code object refresh at 0x7fc3e8ba7db0, file "/media/neve/nout/Projects/Jehuti/_src/graphview/gv_gui_windows.py", line 101> 0.000114 6e-06 2 0
<code object set_contents at 0x7fc3ea34d8b0, file "/media/neve/nout/Projects/Jehuti/_src/graphview/gv_ui_complete.py", line 203> 0.000886 6e-06 2 0
<code object <lambda> at 0x7fc3c2fe41b0, file "/media/neve/nout/Projects/Jehuti/_src/gam_match_gui.py", line 68> 0.001354 5e-06 1 0
<code object __init__ at 0x7fc3c303fbb0, file "/media/neve/nout/Projects/Jehuti/_src/gam_setting.py", line 138> 0.020153 5e-06 1 0
<code object <lambda> at 0x7fc3c30525b0, file "/media/neve/nout/Projects/Jehuti/_src/gam_gui.py", line 117> 0.053453 5e-06 1 0
<code object drop at 0x7fc3c8784db0, file "/media/neve/nout/Projects/Jehuti/_src/graphview/gv_canvas.py", line 809> 5e-06 5e-06 1 0
<code object minsize at 0x7fc3ea340030, file "/media/neve/nout/Projects/Jehuti/_src/graphview/gv_winfields.py", line 45> 5e-06 5e-06 14 0
<code object unbind_command at 0x7fc3ea340430, file "/media/neve/nout/Projects/Jehuti/_src/graphview/gv_winfields.py", line 119> 4.1e-05 5e-06 4 0
<code object rm_state at 0x7fc3ea3406b0, file "/media/neve/nout/Projects/Jehuti/_src/graphview/gv_winfields.py", line 166> 0.000211 5e-06 2 0
<code object rm_state at 0x7fc3ea344130, file "/media/neve/nout/Projects/Jehuti/_src/graphview/gv_winfields.py", line 369> 0.000216 5e-06 2 0
<code object set_val at 0x7fc3ea344930, file "/media/neve/nout/Projects/Jehuti/_src/graphview/gv_winfields.py", line 796> 5e-05 5e-06 1 0
<code object select_set at 0x7fc3ea34d0b0, file "/media/neve/nout/Projects/Jehuti/_src/graphview/gv_ui_complete.py", line 73> 5e-06 5e-06 13 0
<code object kill_ui at 0x7fc3ea3510b0, file "/media/neve/nout/Projects/Jehuti/_src/graphview/gv_ui_basics.py", line 86> 0.002183 5e-06 1 0
<method 'index' of 'list' objects> 4e-06 4e-06 4 0
<code object <lambda> at 0x7fc3c2fe40b0, file "/media/neve/nout/Projects/Jehuti/_src/gam_match_gui.py", line 66> 0.020946 4e-06 1 0
<code object <lambda> at 0x7fc3c2fe4130, file "/media/neve/nout/Projects/Jehuti/_src/gam_match_gui.py", line 67> 0.050515 4e-06 1 0
<code object renew at 0x7fc3c30017b0, file "/media/neve/nout/Projects/Jehuti/_src/gam_match.py", line 35> 2.2e-05 4e-06 1 0
<code object renew at 0x7fc3c303bf30, file "/media/neve/nout/Projects/Jehuti/_src/gam_setting.py", line 75> 8.1e-05 4e-06 1 0
<code object <genexpr> at 0x7fc3c303f830, file "/media/neve/nout/Projects/Jehuti/_src/gam_cast_data.py", line 114> 4e-06 4e-06 30 0
<code object <lambda> at 0x7fc3c30529b0, file "/media/neve/nout/Projects/Jehuti/_src/gam_gui.py", line 118> 0.001339 4e-06 1 0
<code object anchor at 0x7fc3c82cb5b0, file "/media/neve/nout/Projects/Jehuti/_src/graphview/gv_canvasicons.py", line 243> 4e-06 4e-06 12 0
<code object make at 0x7fc3c82db7b0, file "/media/neve/nout/Projects/Jehuti/_src/graphview/gv_basecanvas.py", line 206> 1.6e-05 4e-06 1 0
<code object __init__ at 0x7fc3c879b7b0, file "/media/neve/nout/Projects/Jehuti/_src/graphview/gv_basecanvas.py", line 26> 0.000101 4e-06 1 0
<code object __getitem__ at 0x7fc3cd44fb30, file "/media/neve/nout/Projects/Jehuti/_src/graphview/gv_data.py", line 364> 1.3e-05 4e-06 2 0
<code object append at 0x7fc3cd44fe30, file "/media/neve/nout/Projects/Jehuti/_src/graphview/gv_data.py", line 387> 5e-06 4e-06 3 0
<code object __contains__ at 0x7fc3cd454eb0, file "/media/neve/nout/Projects/Jehuti/_src/graphview/gv_data.py", line 947> 1.6e-05 4e-06 8 0
<code object nodes_iter at 0x7fc3d218b930, file "/usr/local/lib/python2.7/dist-packages/networkx-1.9-py2.7.egg/networkx/classes/graph.py", line 525> 9e-06 4e-06 7 0
<method 'get_height' of 'pygame.Surface' objects> 4e-06 4e-06 18 0
<code object <lambda> at 0x7fc3e8ba7c30, file "/media/neve/nout/Projects/Jehuti/_src/graphview/gv_gui_windows.py", line 86> 4e-06 4e-06 6 0
<code object rm_state at 0x7fc3e8bba430, file "/media/neve/nout/Projects/Jehuti/_src/graphview/gv_windows.py", line 48> 0.000235 4e-06 1 0
<code object event at 0x7fc3e8bbaeb0, file "/media/neve/nout/Projects/Jehuti/_src/graphview/gv_windows.py", line 374> 0.696891 4e-06 1 0
<code object <genexpr> at 0x7fc3e8bc3130, file "/media/neve/nout/Projects/Jehuti/_src/graphview/gv_winfieldcont.py", line 53> 4e-06 4e-06 6 0
<code object output at 0x7fc3ea3402b0, file "/media/neve/nout/Projects/Jehuti/_src/graphview/gv_winfields.py", line 73> 0.695085 4e-06 1 0
<code object select at 0x7fc3ea35a0b0, file "/media/neve/nout/Projects/Jehuti/_src/graphview/gv_ui_basics.py", line 710> 0.001091 4e-06 1 0
<code object <module> at 0x7fc3be0730b0, file "<string>", line 1> 1.3e-05 3e-06 1 0
<code object make_actorgraphs at 0x7fc3c3001830, file "/media/neve/nout/Projects/Jehuti/_src/gam_match.py", line 41> 5e-06 3e-06 1 0
<code object __init__ at 0x7fc3c302b6b0, file "/media/neve/nout/Projects/Jehuti/_src/gam_cast.py", line 129> 0.000275 3e-06 1 0
<code object __init__ at 0x7fc3c303b930, file "/media/neve/nout/Projects/Jehuti/_src/gam_cast_view.py", line 271> 3.4e-05 3e-06 1 0
<code object __init__ at 0x7fc3c305eeb0, file "/media/neve/nout/Projects/Jehuti/_src/gam_scene.py", line 13> 4e-06 3e-06 1 0
<code object actors at 0x7fc3c3079930, file "/media/neve/nout/Projects/Jehuti/_src/gam_cast.py", line 18> 3e-06 3e-06 6 0
<code object __init__ at 0x7fc3c82c4ab0, file "/media/neve/nout/Projects/Jehuti/_src/graphview/gv_basecanvas.py", line 68> 9.3e-05 3e-06 1 0
<code object <genexpr> at 0x7fc3c82db130, file "/media/neve/nout/Projects/Jehuti/_src/graphview/gv_component.py", line 238> 3e-06 3e-06 4 0
<code object test_hovering at 0x7fc3c8784eb0, file "/media/neve/nout/Projects/Jehuti/_src/graphview/gv_canvas.py", line 818> 8e-06 3e-06 1 0
<method 'get_width' of 'pygame.Surface' objects> 3e-06 3e-06 18 0
<method 'clamp_ip' of 'pygame.Rect' objects> 3e-06 3e-06 10 0
<method 'inflate_ip' of 'pygame.Rect' objects> 3e-06 3e-06 4 0
<code object _note at 0x7fc3e8b767b0, file "/usr/lib/python2.7/threading.py", line 63> 3e-06 3e-06 2 0
<code object _acquire_restore at 0x7fc3e8b7c230, file "/usr/lib/python2.7/threading.py", line 296> 5e-06 3e-06 1 0
<code object __init__ at 0x7fc3e8b7cab0, file "/usr/lib/python2.7/threading.py", line 560> 3.1e-05 3e-06 1 0
<code object currentThread at 0x7fc3e8b8b330, file "/usr/lib/python2.7/threading.py", line 1152> 4e-06 3e-06 1 0
<code object react at 0x7fc3e8ba3230, file "/media/neve/nout/Projects/Jehuti/_src/graphview/gv_gui.py", line 638> 0.000865 3e-06 1 0
<code object <lambda> at 0x7fc3e8ba7ab0, file "/media/neve/nout/Projects/Jehuti/_src/graphview/gv_gui_windows.py", line 76> 3e-06 3e-06 6 0
<code object event at 0x7fc3e8bbabb0, file "/media/neve/nout/Projects/Jehuti/_src/graphview/gv_windows.py", line 345> 0.696885 3e-06 1 0
<code object set_val at 0x7fc3ea3401b0, file "/media/neve/nout/Projects/Jehuti/_src/graphview/gv_winfields.py", line 65> 5e-06 3e-06 1 0
<code object set_state at 0x7fc3ea340630, file "/media/neve/nout/Projects/Jehuti/_src/graphview/gv_winfields.py", line 154> 0.001084 3e-06 1 0
<code object set_active_graph at 0x7fc3ea340e30, file "/media/neve/nout/Projects/Jehuti/_src/graphview/gv_canvas.py", line 535> 3e-06 3e-06 3 0
<code object set_state at 0x7fc3ea344230, file "/media/neve/nout/Projects/Jehuti/_src/graphview/gv_winfields.py", line 379> 0.001087 3e-06 1 0
<code object __init__ at 0x7fc3ea3519b0, file "/media/neve/nout/Projects/Jehuti/_src/graphview/gv_anims.py", line 18> 3e-06 3e-06 2 0
<code object <dictcomp> at 0x7fc3ea367830, file "/media/neve/nout/Projects/Jehuti/_src/graphview/gv_globals.py", line 268> 4e-06 3e-06 5 0
<method 'isalnum' of 'str' objects> 2e-06 2e-06 10 0
<code object <module> at 0x7fc3be00aa30, file "<string>", line 1> 8e-06 2e-06 1 0
<code object <module> at 0x7fc3be00aab0, file "<string>", line 1> 4e-06 2e-06 1 0
<code object <module> at 0x7fc3be00ab30, file "<string>", line 1> 4e-06 2e-06 1 0
<code object <module> at 0x7fc3be065730, file "<string>", line 1> 2e-06 2e-06 1 0
<code object <module> at 0x7fc3be082b30, file "<string>", line 1> 2e-06 2e-06 1 0
<code object match at 0x7fc3c2fe4530, file "/media/neve/nout/Projects/Jehuti/_src/gam_match_gui.py", line 83> 2e-06 2e-06 8 0
<method 'launch' of 'sfml.system.Thread' objects> 0.000236 2e-06 1 0
<code object required at 0x7fc3c82d1230, file "/media/neve/nout/Projects/Jehuti/_src/graphview/gv_graph.py", line 54> 6e-06 2e-06 4 0
<code object make_dependencies at 0x7fc3c82d7cb0, file "/media/neve/nout/Projects/Jehuti/_src/graphview/gv_component.py", line 166> 1.4e-05 2e-06 1 0
<code object set_handler at 0x7fc3c82db6b0, file "/media/neve/nout/Projects/Jehuti/_src/graphview/gv_basecanvas.py", line 197> 2e-06 2e-06 1 0
<code object layers at 0x7fc3c82e80b0, file "/media/neve/nout/Projects/Jehuti/_src/graphview/gv_basecanvas.py", line 527> 2e-06 2e-06 5 0
<code object stop at 0x7fc3c82fa3b0, file "/media/neve/nout/Projects/Jehuti/_src/graphview/gv_audio.py", line 295> 2e-06 2e-06 2 0
<code object surface at 0x7fc3c877f930, file "/media/neve/nout/Projects/Jehuti/_src/graphview/gv_canvas.py", line 641> 2e-06 2e-06 2 0
<code object affects at 0x7fc3cd6aef30, file "/media/neve/nout/Projects/Jehuti/_src/graphview/gv_events.py", line 552> 2e-06 2e-06 4 0
<method 'move_ip' of 'pygame.Rect' objects> 2e-06 2e-06 4 0
